,Domain_Name,Org_Number,Company,Reg_Date,Website
1390,vbbl.no,915847447,HARALD HÅRFAGRES GATE 1-5 BOLIGSAMEIE,2015-09-01,vbbl.no
1391,vbbl.no,820471172,ROSNES B3 MOSS BORETTSLAG,2018-03-14,vbbl.no
1392,vbbl.no,896957732,RYGGE SENIORTUN BOLIGSAMEIE,2011-06-20,vbbl.no
1393,vbbl.no,987795557,SAMEIET SARPSBORGVEIEN 2 RÅDE,2005-04-18,vbbl.no
1394,vbbl.no,989369490,SKARMYRA MOSS BORETTSLAG,2006-02-09,vbbl.no
1395,vbbl.no,948863057,Skredderåsen Borettslag,1995-02-19,vbbl.no
1396,vbbl.no,979462891,SOLVEIEN BORETTSLAG,1998-01-23,vbbl.no
1397,vbbl.no,955147936,SØNDRE ØRE BORETTSLAG,1995-02-19,vbbl.no
1398,vbbl.no,990367612,SÅSTADBRÅTEN BORETTSLAG,2006-10-28,vbbl.no
1399,vbbl.no,990658854,TORVTERRASSEN MOSS BORETTSLAG,2007-01-31,vbbl.no
1400,vbbl.no,918583068,TURULIA-UGLEVEIEN VÅLER BOLIGSAMEIE,2017-03-02,vbbl.no
1401,vbbl.no,913780469,VESTBYHAGEN BOLIGSAMEIE,2014-07-05,vbbl.no
1402,vbbl.no,948383624,ÅVANGEN BORETTSLAG,1995-02-19,vbbl.no
1403,vbbl.no,883086422,VÅK BORETTSLAG,2001-03-21,vbbl.no
1404,vbbl.no,915566464,AUGERØD VEST BOLIGSAMEIE,2015-06-23,vbbl.no
1405,vbbl.no,918334068,RANDEMTOPPEN VESTBY BOLIGSAMEIE,2017-01-11,vbbl.no
1415,ved3.no,989197207,UNA ELISABETH H. BRAATHE,2006-01-12,ved3.no
1416,ved3.no,916929293,UNA'S AS,2016-03-22,ved3.no
1417,vef.no,912696642,DOVREVEIEN 3 AS,2013-11-07,vef.no
1418,vef.no,963228074,VEF ENTREPRENØR AS,1995-03-12,vef.no
1439,velnett.no,994014285,BJØRNLI VELFORENING,2009-05-07,velnett.no
1440,velnett.no,993598011,FREKHAUGMARKA VEL,2009-04-30,velnett.no
1441,velnett.no,990692688,KIRKEVIK VELFORENING,2007-01-04,velnett.no
1442,velnett.no,993861553,ØYENKILEN VEL,2009-03-14,velnett.no
1443,velnett.no,995771039,HOVENGA OG OMEGN VELFORENING,2010-07-31,velnett.no
1454,verdensbarn.no,970134891,VERDENS BARN,1995-02-20,verdensbarn.no
1455,verdensbarn.no,991330046,"VERDENS BARN AKERSHUS, HEDMARK OG OPPLAND LOKALAVDELING",2007-06-23,verdensbarn.no
1456,verdensbarn.no,994744542,VERDENS BARN HORDALAND LOKALFORENING,2009-11-12,verdensbarn.no
1457,verdensbarn.no,984055757,VERDENS BARN ROGALAND,2019-08-23,verdensbarn.no
1458,verdi-eiendom.no,993473596,VERDI EIENDOMSMEGLING SANDNES AS,2009-01-06,verdi-eiendom.no
1459,verdi-eiendom.no,990691304,VERDI EIENDOMSMEGLING STAVANGER AS,2007-01-09,verdi-eiendom.no
1460,verdi-eiendom.no,994691805,VERDI EIENDOMSMEGLINGS FOND,2010-01-18,verdi-eiendom.no
1463,verge.no,977225736,VERGE OPPLÆRING AS,1997-02-10,verge.no
1464,verge.no,989392395,VERGE GRUPPEN AS,2006-01-28,verge.no
1467,verkarkitektur.no,916297165,TUTTUREN GÅRD,2015-11-26,verkarkitektur.no
1468,verkarkitektur.no,916816677,VERK ARKITEKTUR AS,2016-03-09,verkarkitektur.no
1481,vest-nap.no,926432303,NAPRAPAT LISA NÆSS,2021-01-21,vest-nap.no
1482,vest-nap.no,990920680,NAPRAPAT TRULS HOTVEDT,2007-02-17,vest-nap.no
1484,vest-telemark.no,998681278,VEST-TELEMARK NÆRINGSPARK AS,2012-08-07,vest-telemark.no
1485,vest-telemark.no,929212207,VEST-TELEMARK NÆRINGSBYGG AS,1995-02-19,vest-telemark.no
1486,vestagdermuseet.no,984114427,STIFTELSEN HESTMANDEN,2002-04-23,vestagdermuseet.no
1487,vestagdermuseet.no,981162900,LISTAMUSEET,1999-10-27,vestagdermuseet.no
1488,vestagdermuseet.no,989072048,VEST-AGDER-MUSEET IKS,2006-07-25,vestagdermuseet.no
1489,vestagdermuseet.no,915873537,AS SJØLINGSTAD ULDVAREFABRIK,1995-02-19,vestagdermuseet.no
1490,vestagdermuseet.no,977149541,STIFTELSEN SJØLINGSTAD ULDVAREFABRIK,1997-02-23,vestagdermuseet.no
1491,vestaksen.no,920911765,TOLLBUGATA 7 AS,2018-05-28,vestaksen.no
1492,vestaksen.no,999109411,VESTAKSEN AS,2012-11-14,vestaksen.no
1493,vestaksen.no,811576662,VESTAKSEN SENTRUM AS,1995-02-19,vestaksen.no
1494,vestbo.no,953881756,AL STRANDEN BORETTSLAG AV 1949,1995-03-12,vestbo.no
1495,vestbo.no,982609682,ALNAVÅGSBROTET BURETTSLAG,2000-12-07,vestbo.no
1496,vestbo.no,986758445,APALVEGEN BURETTSLAG,2004-04-22,vestbo.no
1497,vestbo.no,988550914,APELTUNÅSEN BORETTSLAG,2005-09-13,vestbo.no
1498,vestbo.no,911726157,ARNAGÅRDEN SAMEIE,2013-03-19,vestbo.no
1499,vestbo.no,933008665,AS BOLIGLAGET KR JANSONSV 24-26,1995-02-19,vestbo.no
1500,vestbo.no,930117269,AS ERLEVEIEN 60 X,1995-02-19,vestbo.no
1501,vestbo.no,933053857,AS NY LANDÅS BOLIGLAG AVD A,1995-02-19,vestbo.no
1502,vestbo.no,930111872,AS NY-LANDÅS BOLIGLAG AVD H,1995-02-19,vestbo.no
1503,vestbo.no,930675318,AS RENEN,1995-02-19,vestbo.no
1504,vestbo.no,933069931,AS STORMSGATE 4,1995-02-19,vestbo.no
1505,vestbo.no,829946122,AS STRANDGATEN 212,1995-02-19,vestbo.no
1506,vestbo.no,985312222,BANDADALEN BURETTSLAG,2003-02-04,vestbo.no
1507,vestbo.no,953882906,BARKALEITET BORETTSLAG,1995-02-19,vestbo.no
1508,vestbo.no,953207192,BEKKJAKROKANE BORETTSLAG,1995-02-19,vestbo.no
1509,vestbo.no,955149513,BENSHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1510,vestbo.no,953883899,BIRKELAND BORETTSLAG,1995-02-19,vestbo.no
1511,vestbo.no,980890449,BIRKELUNDSTOPPEN SEKSJONSSAMEIET NATTLANDSFJELLET 17,2000-01-04,vestbo.no
1512,vestbo.no,946974358,BJERKELIEN BORETTSLAG,1995-02-19,vestbo.no
1513,vestbo.no,913054423,BJØRGEBREKKEN SAMEIE,2014-01-11,vestbo.no
1514,vestbo.no,986004793,BOLIGAKSJESELSKAPET HIB APART,2003-09-20,vestbo.no
1515,vestbo.no,986947671,BORETTSLAGET ABSALON BEYERSGATE 40,2004-06-15,vestbo.no
1516,vestbo.no,953272105,BORETTSLAGET AMALIE SKRAMSVEI 54,1995-02-19,vestbo.no
1517,vestbo.no,990224587,BORETTSLAGET EDVARTSENSGATE 26,2006-09-19,vestbo.no
1518,vestbo.no,965022198,BORETTSLAGET ERLEVEIEN 53,1995-02-20,vestbo.no
1519,vestbo.no,854710222,BORETTSLAGET FJØSANGERVEIEN 161,1995-02-19,vestbo.no
1520,vestbo.no,953897296,BORETTSLAGET FLAKTVEIT TERRASSE,1995-02-19,vestbo.no
1521,vestbo.no,988797154,BORETTSLAGET FREDERIK MELTZERSGATE 10,2005-11-02,vestbo.no
1522,vestbo.no,948888114,BORETTSLAGET FUTURUM,1995-02-19,vestbo.no
1523,vestbo.no,998198933,BORETTSLAGET HANS HAUGES GATE 23,2012-04-03,vestbo.no
1524,vestbo.no,912548058,BORETTSLAGET HELLEN PANORAMA,2013-10-07,vestbo.no
1525,vestbo.no,986964436,BORETTSLAGET HELLEN TERRASSE,2004-06-19,vestbo.no
1526,vestbo.no,953178753,BORETTSLAGET HORDA,1995-02-19,vestbo.no
1527,vestbo.no,923353143,BORETTSLAGET HÅSTEINSGATE 9,2019-09-06,vestbo.no
1528,vestbo.no,990520925,BORETTSLAGET INNDALSVEIEN 7-11,2006-11-28,vestbo.no
1529,vestbo.no,957307000,BORETTSLAGET JENS ROLFSENSGATE 1,1995-02-19,vestbo.no
1530,vestbo.no,856414892,BORETTSLAGET KNARVIK,1995-02-19,vestbo.no
1531,vestbo.no,857109082,BORETTSLAGET KONSUL BØRSGT 23,1995-02-19,vestbo.no
1532,vestbo.no,948317907,BORETTSLAGET KR JANSONSVEG NR 74,1995-03-12,vestbo.no
1533,vestbo.no,951545872,BORETTSLAGET KRISTOFER JANSONSVEI NR 80 X,1995-03-12,vestbo.no
1534,vestbo.no,988806463,BORETTSLAGET MICHAEL KROHNSGATE 39,2005-10-24,vestbo.no
1535,vestbo.no,953396971,BORETTSLAGET NATLANDSVEI 102,1995-03-12,vestbo.no
1536,vestbo.no,987206918,BORETTSLAGET NYGÅRDSGATEN 55,2004-09-07,vestbo.no
1537,vestbo.no,891832842,BORETTSLAGET PARKVEIEN 22 A OG B,2007-11-05,vestbo.no
1538,vestbo.no,853882542,BORETTSLAGET SOLHEIMSLIEN 32,1995-02-19,vestbo.no
1539,vestbo.no,889889772,BORETTSLAGET ST. JØRGENSGATE 5,2006-06-13,vestbo.no
1540,vestbo.no,953008289,BORETTSLAGET STRANDG 225,1995-02-19,vestbo.no
1541,vestbo.no,989773666,BORETTSLAGET USTAOSET HOTELL,2006-05-04,vestbo.no
1542,vestbo.no,956819164,BORETTSLAGET VIKENSGATE 20,1995-02-19,vestbo.no
1543,vestbo.no,942917554,BORETTSLAGET ZETLITZGATE 7,1995-02-19,vestbo.no
1544,vestbo.no,964392161,BORETTSLAGET ØVRE FYLLINGSVEI 15,1995-02-20,vestbo.no
1545,vestbo.no,954710130,BREIMYRA SA,1995-02-19,vestbo.no
1546,vestbo.no,911857189,BRENNHAUGEN BORETTSLAG 1,2013-04-23,vestbo.no
1547,vestbo.no,917706557,BRENNHAUGEN BORETTSLAG 3,2016-09-13,vestbo.no
1548,vestbo.no,890015972,BRL FIRDAGATEN 14,2006-07-11,vestbo.no
1549,vestbo.no,989510835,BRL ØVRE HOLEN 11 B,2006-03-08,vestbo.no
1550,vestbo.no,989689665,BRL ØVRE HOLEN 3,2006-04-06,vestbo.no
1551,vestbo.no,912683494,BROTALIO SAMEIGE,2013-11-06,vestbo.no
1552,vestbo.no,846974172,BRUSKEDALEN BORETTSLAG,1995-02-19,vestbo.no
1553,vestbo.no,953108305,BRØDRETOMTEN BORETTSLAG,1995-02-19,vestbo.no
1554,vestbo.no,989765868,BUNESET 2 BURETTSLAG,2006-05-18,vestbo.no
1555,vestbo.no,982178371,BUNESET BORETTSLAG,2000-08-23,vestbo.no
1556,vestbo.no,954520110,BØNES BORETTSLAG,1995-02-19,vestbo.no
1557,vestbo.no,914730325,BØNESHEIEN SA,2015-01-12,vestbo.no
1558,vestbo.no,951789941,BØNESSTØLEN BORETTSLAG,1995-02-19,vestbo.no
1559,vestbo.no,984550774,DRØMMEHAUGEN BURETTSLAG,2002-06-08,vestbo.no
1560,vestbo.no,996350541,EIERSEKSJONSSAMEIE PARKVEIEN 2 B,2011-02-05,vestbo.no
1561,vestbo.no,990222444,EIERSEKSJONSSAMEIET HAV OG HAGE,2006-09-18,vestbo.no
1562,vestbo.no,916929331,EIERSEKSJONSSAMEIET HAVBRIS,2016-03-22,vestbo.no
1563,vestbo.no,925710032,EIERSEKSJONSSAMEIET MUNKEGÅRDEN,2021-01-28,vestbo.no
1564,vestbo.no,916981597,EIERSEKSJONSSAMEIET NYESTØLEN,2016-04-25,vestbo.no
1565,vestbo.no,987579099,EIERSEKSJONSSAMEIET SOLLI LEILIGHETER I,2005-04-12,vestbo.no
1566,vestbo.no,994526235,EIERSEKSJONSSAMEIET STØLSVEGEN 1-3,2009-09-30,vestbo.no
1567,vestbo.no,992471611,EIKEHAUGEN BURETTSLAG,2008-04-23,vestbo.no
1568,vestbo.no,953160358,EINERLIA SA,1995-02-19,vestbo.no
1569,vestbo.no,941893813,ELDØY BURETTSLAG,1995-03-12,vestbo.no
1570,vestbo.no,982034043,EPLEHAGEN BURETTSLAG,2000-05-26,vestbo.no
1571,vestbo.no,930405817,FAGERNES BOLIGLAG AS,1995-02-19,vestbo.no
1572,vestbo.no,953126370,FALSENSVEI BOLIGLAG AS,1995-02-19,vestbo.no
1573,vestbo.no,948928035,FITJARSTØLEN BORETTSLAG,1995-02-19,vestbo.no
1574,vestbo.no,954879240,FLAKTVEITHØGDA BORETTSLAG,1995-02-19,vestbo.no
1575,vestbo.no,987614838,FLORVÅG INDUSTRIHAVN AS,2004-12-20,vestbo.no
1576,vestbo.no,990495181,FLORVÅG UTBYGGING AS,2006-12-12,vestbo.no
1577,vestbo.no,930558664,FLØENMARKEN BOLIGLAG AS,1995-02-19,vestbo.no
1578,vestbo.no,887402612,FLØENTOPPEN BORETTSLAG,2004-11-15,vestbo.no
1579,vestbo.no,853608572,FOLDNES BORETTSLAG,1995-02-19,vestbo.no
1580,vestbo.no,953608758,FREKHAUG BORETTSLAG,1995-02-19,vestbo.no
1581,vestbo.no,958177305,FRIARBROTET BURETTSLAG,1995-02-19,vestbo.no
1582,vestbo.no,930558842,FRYDENLUND BOLIGLAG AS,1995-02-19,vestbo.no
1583,vestbo.no,853380512,FURULUND BORETTSLAG,1995-02-19,vestbo.no
1584,vestbo.no,959670110,FURULY BORETTSLAG,1995-02-20,vestbo.no
1585,vestbo.no,853314072,FYLLINGSDALEN BORETTSLAG,1995-02-19,vestbo.no
1586,vestbo.no,923150609,GARTNERITUNET BURETTSLAG,2019-08-01,vestbo.no
1587,vestbo.no,958450761,GJERDSRABBANE BURETTSLAG,1995-02-19,vestbo.no
1588,vestbo.no,966259159,GJERSRABBANE 2 BURETTSLAG,1995-02-20,vestbo.no
1589,vestbo.no,911783010,GOLFTUN BORETTSLAG,2013-04-08,vestbo.no
1590,vestbo.no,987573813,GULLSTØLSBOTN SA,2004-12-23,vestbo.no
1591,vestbo.no,958401205,HAGA BURETTSLAG,1995-02-19,vestbo.no
1592,vestbo.no,957306217,HANS HAUGESGATE 11 BORETTSLAG,1995-02-19,vestbo.no
1593,vestbo.no,956819075,HANS HAUGESGATE 39 BORETTSLAG,1995-02-19,vestbo.no
1594,vestbo.no,976900502,HAUANE BORETTSLAG,1996-11-13,vestbo.no
1595,vestbo.no,946975974,HAUKEDALEN BORETTSLAG,1995-02-19,vestbo.no
1596,vestbo.no,950911395,HELGEPLASSEN BORETTSLAG,1995-02-19,vestbo.no
1597,vestbo.no,990119937,HELLDALSNESET BORETTSLAG,2006-08-10,vestbo.no
1598,vestbo.no,889412372,HELLEGRENDA BORETTSLAG,2006-03-04,vestbo.no
1599,vestbo.no,954346730,HELLEN BORETTSLAG,1995-02-19,vestbo.no
1600,vestbo.no,946443158,Hellenesset Borettslag,1995-02-19,vestbo.no
1601,vestbo.no,992329300,HELLEVEIEN SAMEIE,2008-04-26,vestbo.no
1602,vestbo.no,966650141,HSS EIENDOM BERGEN AS,1995-02-20,vestbo.no
1603,vestbo.no,954076326,HØGEHØIEN BORETTSLAG,1995-02-19,vestbo.no
1604,vestbo.no,953160536,HØGSETEVEIEN BORETTSLAG,1995-02-19,vestbo.no
1605,vestbo.no,989455826,JANSONS GATE 3 BRL,2006-02-14,vestbo.no
1606,vestbo.no,991272933,JENSAHAUGEN BURETTSLAG,2007-06-06,vestbo.no
1607,vestbo.no,963364776,JERNBANEPERSONALETS BORETTSLAG 2,1995-02-20,vestbo.no
1608,vestbo.no,864771122,JERNBANEPERSONALETS BORETTSLAG I,1995-02-19,vestbo.no
1609,vestbo.no,960391209,KANALEN BURETTSLAG,1995-02-20,vestbo.no
1610,vestbo.no,930483443,KARENBAKKEN BOLIGLAG AS,1995-02-19,vestbo.no
1611,vestbo.no,913665953,KJÆRLIGHETSSTIEN SAMEIE,2014-05-21,vestbo.no
1612,vestbo.no,954081311,KLEPPESTØ BORETTSLAG,1995-02-19,vestbo.no
1613,vestbo.no,954346919,KLOPPEDAL BORETTSLAG,1995-02-19,vestbo.no
1614,vestbo.no,920984983,KNAPPENTOPPEN BORETTSLAG,2018-06-27,vestbo.no
1615,vestbo.no,853480282,KNARVIKHØGDA BORETTSLAG,1995-02-19,vestbo.no
1616,vestbo.no,953975459,KOLÅSHØIEN SA,1995-02-19,vestbo.no
1617,vestbo.no,985691096,KONSUL BØRSGATE 14 AS,2003-05-20,vestbo.no
1618,vestbo.no,930125180,KRISTOFER JANSONSVEI BOLIGLAG AS,1995-02-19,vestbo.no
1619,vestbo.no,917829004,KROHNEHAGEN SAMEIE,2016-10-04,vestbo.no
1620,vestbo.no,953083345,KVERNHUSLEITET BORETTSLAG,1995-02-19,vestbo.no
1621,vestbo.no,930108642,Landåstorget AS,1995-02-19,vestbo.no
1622,vestbo.no,923716408,LANDÅSTORGET PARKERING AS,2019-10-29,vestbo.no
1623,vestbo.no,954081133,LANGERINDEN BORETTSLAG,1995-02-19,vestbo.no
1624,vestbo.no,889059672,LAURA GUNDERSENSGATE 9C BRL,2006-01-24,vestbo.no
1625,vestbo.no,850278822,LEGENE BORETTSLAG,1995-02-19,vestbo.no
1626,vestbo.no,943960623,LEITE BURETTSLAG,1995-02-19,vestbo.no
1627,vestbo.no,964795592,LEITEMYRANE BURETTSLAG,1995-02-20,vestbo.no
1628,vestbo.no,957306950,LIEN 31 BORETTSLAG,1995-02-19,vestbo.no
1629,vestbo.no,855147572,LILLESOTRA BORETTSLAG,1995-02-19,vestbo.no
1630,vestbo.no,975971708,LIO BURETTSLAG,1996-01-04,vestbo.no
1631,vestbo.no,925999210,LITLATUNET SAMEIE,2020-11-19,vestbo.no
1632,vestbo.no,950576987,LONABRÅTET BORETTSLAG,1995-02-19,vestbo.no
1633,vestbo.no,811854832,LYNGHAGEN BORETTSLAG,2013-04-25,vestbo.no
1634,vestbo.no,953244284,LYNGHAUG BORETTSLAG,1995-02-19,vestbo.no
1635,vestbo.no,989417894,LØBERGSALLÈEN BORETTSLAG,2006-03-04,vestbo.no
1636,vestbo.no,953675536,MAGGEVARDEN BORETTSLAG,1995-02-19,vestbo.no
1637,vestbo.no,957306306,MAGNUS BARFOTSGATE 9 BORETTSLAG,1995-02-19,vestbo.no
1638,vestbo.no,930642983,MANNSVERK BOLIGLAG AS,1995-02-19,vestbo.no
1639,vestbo.no,953155818,MINKEN BORETTSLAG,1995-02-19,vestbo.no
1640,vestbo.no,948668408,MOLDMYRA BORETTSLAG,1995-02-19,vestbo.no
1641,vestbo.no,947515918,MORVIKGRENDA SA,1995-02-19,vestbo.no
1642,vestbo.no,961008328,MOSTER BURETTSLAG,1995-02-20,vestbo.no
1643,vestbo.no,941412300,NATLANDSVEIEN 14A BORETTSLAG,1995-02-19,vestbo.no
1644,vestbo.no,993012106,NATTLANDSHAGEN 1 EIERSEKSJONSSAMEIE,2008-10-25,vestbo.no
1645,vestbo.no,997583671,NATTLANDSHAGEN 2 EIERSEKSJONSSAMEIE,2011-11-14,vestbo.no
1646,vestbo.no,954621863,NEBBESTØLEN BORETTSLAG,1995-02-19,vestbo.no
1647,vestbo.no,953937484,NEDRE HAUKEDAL BORETTSLAG,1995-02-19,vestbo.no
1648,vestbo.no,916325223,NORDEIDTUNET SAMEIE,2015-12-07,vestbo.no
1649,vestbo.no,930162906,NORDRE ERLEVEIEN BOLIGLAG AS,1995-03-12,vestbo.no
1650,vestbo.no,987923032,NOREIDESTØLEN HUSEIERLAG,2005-03-09,vestbo.no
1651,vestbo.no,930337609,NY-LANDÅS BOLIGLAG AVD F AS,1995-02-19,vestbo.no
1652,vestbo.no,931071149,NYLANDSVEIEN BOLIGLAG AS,1995-03-12,vestbo.no
1653,vestbo.no,931370812,NYSÆTER BORETTSLAG,1995-02-19,vestbo.no
1654,vestbo.no,953882728,ORMHAUGEN BORETTSLAG,1995-02-19,vestbo.no
1655,vestbo.no,991368590,PERAGJERDET SAMEIE,2007-08-02,vestbo.no
1656,vestbo.no,999094570,RAUNEVARDEN BURETTSLAG,2012-11-26,vestbo.no
1657,vestbo.no,833058452,RENOVASJONSARBEIDERNES BYGGESELSKAP AS,1995-02-19,vestbo.no
1658,vestbo.no,953883155,ROLLAND BORETTSLAG,1995-02-19,vestbo.no
1659,vestbo.no,955019423,ROLLANDSDALEN BORETTSLAG,1995-02-19,vestbo.no
1660,vestbo.no,957647308,ROSEGÅRDEN BORETTSLAG,1995-02-19,vestbo.no
1661,vestbo.no,933059510,RUGDEVEIEN BOLIGLAG AS,1995-02-19,vestbo.no
1662,vestbo.no,979759681,RØSSLANDSLIA BORETTSLAG I,1998-04-21,vestbo.no
1663,vestbo.no,982216478,RØSSLANDSLIA BURETTSLAG 2,2000-07-20,vestbo.no
1664,vestbo.no,950577126,RØSSLYNGEN BURETTSLAG,1995-02-19,vestbo.no
1665,vestbo.no,952334980,RÅ BORETTSLAG,1995-02-19,vestbo.no
1666,vestbo.no,915624782,RÅFLATEN HUSEIERLAG SA,2015-07-30,vestbo.no
1667,vestbo.no,822973612,RÅTRÆET HUSEIERLAG SA,2019-11-04,vestbo.no
1668,vestbo.no,921038607,RÅTUNTOPPEN BOLIGSAMEIE,2018-06-21,vestbo.no
1669,vestbo.no,923177663,RÅVARDEN SA,2019-09-05,vestbo.no
1670,vestbo.no,985829713,SAMEIE HELLDALSSÅTA 33 A - 85 B,2004-01-14,vestbo.no
1671,vestbo.no,990043434,SAMEIET ADOLPH BERGSVEI 53,2006-08-17,vestbo.no
1672,vestbo.no,926863339,SAMEIET ADOLPH BERGSVEI 58 - 62,2021-05-08,vestbo.no
1673,vestbo.no,984592590,SAMEIET ALLEGATE 40,2002-08-14,vestbo.no
1674,vestbo.no,988174157,SAMEIET APELTUNHAGEN,2005-05-11,vestbo.no
1675,vestbo.no,998493978,SAMEIET APELTUNHAUGENE 197-199,2012-06-20,vestbo.no
1676,vestbo.no,916340311,SAMEIET ASBJØRNSENSGATE 11-13,2015-12-23,vestbo.no
1677,vestbo.no,898675432,SAMEIET BEHIND LIVING,2012-09-25,vestbo.no
1678,vestbo.no,926731963,SAMEIET BEKKESTIEN,2021-03-15,vestbo.no
1679,vestbo.no,913265920,SAMEIET BJELLANDVEGEN 137 A OG B,2014-04-07,vestbo.no
1680,vestbo.no,917277567,SAMEIET BJERKNES PARK,2016-06-07,vestbo.no
1681,vestbo.no,913004426,SAMEIET BJERKNES PLASS,2014-01-07,vestbo.no
1682,vestbo.no,919873914,SAMEIET BJERKNES PLASS II,2017-11-15,vestbo.no
1683,vestbo.no,917424357,SAMEIET BJORØY BRYGGE,2016-07-05,vestbo.no
1684,vestbo.no,919592591,SAMEIET BJORØY BRYGGE II,2017-09-20,vestbo.no
1685,vestbo.no,987061375,SAMEIET BOHRSGT. 6,2004-08-17,vestbo.no
1686,vestbo.no,990068399,SAMEIET BORGERMESTER PLATOUSGATE 9,2007-04-21,vestbo.no
1687,vestbo.no,923175652,SAMEIET BUKKELEITET - BUKK 3,2019-08-08,vestbo.no
1688,vestbo.no,971348348,SAMEIET CHR MICHELSENSGT 11,1995-03-12,vestbo.no
1689,vestbo.no,921004923,SAMEIET ELVEGATA,2018-06-14,vestbo.no
1690,vestbo.no,920138292,SAMEIET FALSENS VEI 69-73,2018-01-04,vestbo.no
1691,vestbo.no,918082549,SAMEIET FANTOFT PANORAMA,2016-11-21,vestbo.no
1692,vestbo.no,983418724,SAMEIET FANTOFTVEG 28,2001-06-25,vestbo.no
1693,vestbo.no,814580792,SAMEIET FJORDGLIMT,2014-12-08,vestbo.no
1694,vestbo.no,991845666,SAMEIET FLORVÅG BRYGGE,2007-11-06,vestbo.no
1695,vestbo.no,985848920,SAMEIET FOKUS U,2003-09-17,vestbo.no
1696,vestbo.no,919144017,SAMEIET FURERINDEN 1,2017-06-16,vestbo.no
1697,vestbo.no,994758918,SAMEIET FÆSTER BRYGGE,2009-11-26,vestbo.no
1698,vestbo.no,891103212,SAMEIET GAMLE KALVEDALSVEI 12,2007-06-09,vestbo.no
1699,vestbo.no,995492059,SAMEIET GEILOHAUGEN,2010-06-23,vestbo.no
1700,vestbo.no,992299819,SAMEIET GOLFKOLLEN,2008-02-19,vestbo.no
1701,vestbo.no,986159398,SAMEIET GOLFSTIEN TERRASSE,2004-05-11,vestbo.no
1702,vestbo.no,921409060,SAMEIET HAMNETIND SENTRUMSKVARTAL,2018-09-17,vestbo.no
1703,vestbo.no,992895802,SAMEIET HETLEVIKBRYGGJO,2008-08-02,vestbo.no
1704,vestbo.no,919521066,SAMEIET HILLERHØYDEN 1,2017-09-05,vestbo.no
1705,vestbo.no,920361846,SAMEIET HILLERHØYDEN 2,2018-02-01,vestbo.no
1706,vestbo.no,920362176,SAMEIET HILLERHØYDEN 3,2018-02-01,vestbo.no
1707,vestbo.no,923538011,SAMEIET HJELLELIA,2019-10-03,vestbo.no
1708,vestbo.no,918267727,SAMEIET HJELLEMARKA II B10,2016-12-19,vestbo.no
1709,vestbo.no,915587887,SAMEIET HJELLEMARKA II B6,2015-06-25,vestbo.no
1710,vestbo.no,917197857,SAMEIET HJELLEMARKA II B9,2016-05-23,vestbo.no
1711,vestbo.no,926589334,SAMEIET HJELLETUNET,2021-03-11,vestbo.no
1712,vestbo.no,919319658,SAMEIET HJELLEÅSEN PANORAMA,2017-07-20,vestbo.no
1713,vestbo.no,918900349,SAMEIET HJELLEÅSEN TERRASSE T1,2017-04-25,vestbo.no
1714,vestbo.no,920657583,SAMEIET HJELLEÅSEN TERRASSE T2,2018-03-26,vestbo.no
1715,vestbo.no,814740242,SAMEIET HOLEVEIEN 1,2015-01-05,vestbo.no
1716,vestbo.no,915585086,SAMEIET HORISONT,2015-07-01,vestbo.no
1717,vestbo.no,924305789,SAMEIET KAMBEN,2019-12-23,vestbo.no
1718,vestbo.no,917435839,SAMEIET KLOPPEDALSHAGEN II,2016-07-06,vestbo.no
1719,vestbo.no,924359854,SAMEIET KLYNGETUNET,2020-01-07,vestbo.no
1720,vestbo.no,921564813,SAMEIET KNAPPENTOPPEN 1,2018-10-17,vestbo.no
1721,vestbo.no,923187537,SAMEIET KNAPPENTOPPEN 2,2019-08-13,vestbo.no
1722,vestbo.no,819675562,SAMEIET KNAZEN,2017-10-05,vestbo.no
1723,vestbo.no,914749263,SAMEIET KRINGSJÅ TERRASSE STORD,2015-01-15,vestbo.no
1724,vestbo.no,999081010,SAMEIET KYRKJEBØ,2012-11-01,vestbo.no
1725,vestbo.no,987565888,SAMEIET LEIRVIK BRYGGE,2005-01-04,vestbo.no
1726,vestbo.no,916313535,SAMEIET LEKVEN II,2015-11-30,vestbo.no
1727,vestbo.no,917714274,SAMEIET LINDEHAUGEN,2016-09-13,vestbo.no
1728,vestbo.no,923081720,SAMEIET LONSTUNET,2019-09-24,vestbo.no
1729,vestbo.no,814586812,SAMEIET LØVLI TERRASSE,2014-12-09,vestbo.no
1730,vestbo.no,995820064,SAMEIET MARKEVEIEN 4 A,2010-08-30,vestbo.no
1731,vestbo.no,822925162,SAMEIET MAURSETH FJELLANDSBY 3,2019-06-19,vestbo.no
1732,vestbo.no,989857134,SAMEIET MØHLENPRIS PARK,2006-06-07,vestbo.no
1733,vestbo.no,999562078,SAMEIET NATTLANDSMARKEN,2013-01-21,vestbo.no
1734,vestbo.no,920363687,SAMEIET NORDEIDEPARKEN,2018-02-19,vestbo.no
1735,vestbo.no,984065477,SAMEIET NORDNES BRYGGE,2002-01-24,vestbo.no
1736,vestbo.no,915187110,SAMEIET NYE SÆDALSVEIEN 141-143,2015-03-30,vestbo.no
1737,vestbo.no,911605953,SAMEIET NYE SÆDALSVEIEN 145,2013-03-11,vestbo.no
1738,vestbo.no,985986711,SAMEIET RADIALEN TERRASSE,2003-09-15,vestbo.no
