,Domain_Name,Org_Number,Company,Reg_Date,Website
422,sif-fotball.no,870923422,STAVANGER IF FOTBALL,1995-02-20,sif-fotball.no
426,sigerstad.no,922609217,ANDRINE AGENTUR AS,2019-04-08,sigerstad.no
427,sigma-ikt.no,992424664,SIGMA IKT AS,2008-03-10,sigma-ikt.no
428,sigmamotor.no,984032498,SIGMA MOTOR AS,2001-12-18,sigmamotor.no
429,sigmarevisjon.no,965289380,SIGMA REVISJON AS,1995-03-12,sigmarevisjon.no
430,signalen.no,963180624,SIGNALEN Bjørn Juliusson,1995-02-20,signalen.no
431,signalsko.no,964995389,SIGNAL SKO AS,1995-02-20,signalsko.no
432,signant.no,913919793,SIGNANT AS,2014-07-22,signant.no
435,signode.no,817669492,SIGNODE NORWAY AS,1995-02-19,signode.no
436,signtext.no,980656500,SIGN TEXT AS,1999-04-15,signtext.no
437,sigri.no,992888016,JOURNALIST SIGRI SANDBERG,2008-07-15,sigri.no
438,sigship.no,987713836,SIGSHIP & CO AS,2005-02-03,sigship.no
439,sigurd-opheim.no,884492122,SIGURD OPHEIM AS,2002-05-07,sigurd-opheim.no
440,sigurdsondrestrepleie.no,913182103,SIGURD SONDRES TREPLEIE AS,2014-03-12,sigurdsondrestrepleie.no
441,siif.no,975780112,SIS FINNMARKKU STUDEANTTAID OVTTASTUS SSO,1995-10-02,siif.no
442,sika.no,919409517,SIKA NORGE AS,1995-03-12,sika.no
453,siktreklame.no,988733555,SIKT REKLAME KJETIL SØRBY,2005-10-06,siktreklame.no
454,silentwings.no,987808055,SILENT WINGS AS,2005-02-16,silentwings.no
455,siljanil.no,975839028,SILJAN IDRETTSLAG,1996-03-04,siljanil.no
456,siljesyr.no,916202105,TRÅDSNELLA SYR V/SILJE HAMMER,2015-11-09,siljesyr.no
457,silmar.no,990863016,SILMAR AS,2007-02-16,silmar.no
458,silsethytta.no,985337543,KRISTIANSUND IDRETTSFORENING,2004-03-09,silsethytta.no
459,silvinova.no,951775088,SILVINOVA AS,1995-02-19,silvinova.no
460,simbatoys.no,988271314,SIMBA TOYS NORDIC AS,2005-06-02,simbatoys.no
461,simco.no,956656915,SIMCO AS,1995-03-12,simco.no
462,simekas.no,959057478,SIMEK AS,1995-02-20,simekas.no
463,simsea.no,913704010,SIMSEA HOLDING AS,2014-06-03,simsea.no
464,sinding.no,997178009,ADVOKAT VIDAR SINDING AS,2011-08-01,sinding.no
465,sinneshytta.no,977302234,SINNESHYTTÅ BYGG AS,1997-03-10,sinneshytta.no
466,sintefmolab.no,953018144,SINTEF NORLAB AS,1995-02-19,sintefmolab.no
467,sinus-elektro.no,989059335,SINUS ELEKTRO AS,2005-12-09,sinus-elektro.no
468,sionmolde.no,976222253,PINSEMENIGHETEN SION MOLDE OG OMEGN,1996-03-23,sionmolde.no
469,siops.no,990416656,VETERANFORBUNDET SIOPS - SKADDE I INTERNASJONALE OPERASJONER,2006-10-23,siops.no
470,siorbaja.no,919553626,"NORSK SIAMESER-, ORIENTALER-, BALINESER- OG JAVANESERRING",2017-09-26,siorbaja.no
471,sirakvina.no,954090493,SIRA KVINA KRAFTSELSKAP,1995-03-12,sirakvina.no
472,sirdalfjellgolf.no,987726687,SIRDAL FJELLGOLFKLUBB,2005-01-19,sirdalfjellgolf.no
473,siriberntsen.no,911990563,SIRI BERNTSEN,2013-05-27,siriberntsen.no
474,sirispillum.no,974424592,SIRI SPILLUM,1995-05-02,sirispillum.no
475,siso.no,986979506,SISO VEKST AS,2004-06-23,siso.no
476,sisselgrana.no,993203971,SISSEL GRANA AS,2008-10-15,sisselgrana.no
477,sissellarsen.no,982467624,SISSEL LARSEN,2000-10-19,sissellarsen.no
478,sissener.no,991658807,SISSENER AS,2007-09-04,sissener.no
479,sisteskrik.no,970918043,SISTE SKRIK KOMMUNIKASJON AS,1995-02-20,sisteskrik.no
480,sisu.no,970994181,SISU PRODUKTER AS,1995-02-20,sisu.no
483,sivilrett.no,986186999,STATENS SIVILRETTSFORVALTNING,2003-10-28,sivilrett.no
484,siwi.no,993738492,SIWI SENTERET AS,2009-02-16,siwi.no
488,sjakkselskapet.no,988694886,OSLO SCHAKSELSKAP,2005-10-11,sjakkselskapet.no
491,sjekkpunkt.no,995261928,STIAN JENSEN,2010-03-13,sjekkpunkt.no
494,sjoarafting.no,966911484,SJOA RAFTING AS,1995-02-20,sjoarafting.no
495,sjoekurs.no,914496861,STIFTELSEN SØRLANDETS SEILENDE SKOLESKIBS INSTITUTION,2014-11-28,sjoekurs.no
496,sjofritid.no,994910272,MOTORHUSET RANA AS,2009-12-18,sjofritid.no
497,sjoglott.no,913889371,SJØGLØTT HOTELL.NO AS,2014-07-14,sjoglott.no
498,sjohaug.no,974686686,SJØHAUG NATURISTSENTER SA,1995-07-18,sjohaug.no
499,sjokkpris.no,979541856,GLOMMA DRIFT AS,1998-02-05,sjokkpris.no
500,sjokoladesmaking.no,998263743,SJOKOLADESMAKING AS,2012-04-18,sjokoladesmaking.no
501,sjokorpset.no,996796213,OSLO KFUM SJØKORPS,2011-11-09,sjokorpset.no
502,sjolingstad.no,988020672,TRANBY CONSULT AS,2005-04-11,sjolingstad.no
503,sjomannsforbundet.no,938709599,NORSK SJØMANNSFORBUND,1995-02-19,sjomannsforbundet.no
512,sjoredningsskolen.no,995654296,RS SJØREDNINGSSKOLEN AS,2010-06-22,sjoredningsskolen.no
513,sjorr.no,998268117,PER MAGNUS MARTINUSSEN,2012-04-19,sjorr.no
514,sjr.no,971554061,SANDNES OG JÆREN RIDEKLUBB,1995-02-20,sjr.no
515,sjumilskogen.no,987661364,BAKKETUNET EIENDOM AS,2004-12-29,sjumilskogen.no
516,sk-speed.no,984027354,SPORTSKLUBBEN SPEED,2002-01-28,sk-speed.no
517,skaara.no,965004211,SKAARA ARKITEKTER AS,1995-02-20,skaara.no
520,skabuhus.no,979585985,SKÅBU TRADISJONSBYGG AS,1998-02-11,skabuhus.no
521,skadeadvokaten.no,983977065,PERSONSKADEADVOKATEN AS,2001-12-18,skadeadvokaten.no
522,skafferiet.no,998580633,SKAFFERIET PÅ HOVINSHOLM AS,2012-07-03,skafferiet.no
525,skagerakmaturo.no,914560241,SKAGERAK MATURO AS,2014-12-05,skagerakmaturo.no
526,skageraknaturgass.no,984238126,AIR LIQUIDE SKAGERAK AS,2002-03-13,skageraknaturgass.no
527,skalamaskon.no,961353998,SKALA MASKON AS,1995-02-20,skalamaskon.no
528,skan-kontroll.no,925114510,AS SKAN-KONTROLL,1995-02-19,skan-kontroll.no
529,skanbatt.no,939495312,SKANDINAVISK BATTERIIMPORT AS,1995-02-19,skanbatt.no
530,skanits.no,998544947,SKANITS AS,2012-06-26,skanits.no
531,skansencatering.no,947789317,OTTOS SELSKAPSMAT AS,1995-03-12,skansencatering.no
532,skaper.no,916969562,SKAPER,2016-04-05,skaper.no
533,skare.no,948173328,A SKARE AS,1995-02-19,skare.no
534,skarhus.no,912516679,SKARHUS AS,2013-10-01,skarhus.no
535,skarpsnobaatforening.no,991286381,SKARPSNO BAATFORENING,2007-06-09,skarpsnobaatforening.no
536,skarsbakk.no,980007618,SKARSBAKK TRANSPORT AS,1998-08-19,skarsbakk.no
537,skarslia.no,995669706,SKARSLIA AKTIVITETSSENTER SONDRE SKARSGÅRD EGGESTØL,2010-07-07,skarslia.no
540,skarstadgartneri.no,995182254,ANETTE SKARSTAD,2010-02-15,skarstadgartneri.no
543,skarvik.no,970983449,SKARVIK AS,1995-02-20,skarvik.no
544,skatval.no,983625894,SKATVAL HISTORIELAG,2001-10-30,skatval.no
545,skaug.no,977385377,HYPER SALOS Ingvald Skaug,1997-04-11,skaug.no
549,skdjerv.no,983806155,SPORTSKLUBBEN DJERV,2001-11-08,skdjerv.no
550,skedsmo-husflidslag.no,975495809,SKEDSMO HUSFLIDSLAG,2005-05-19,skedsmo-husflidslag.no
551,skedsmo-parkering.no,986677801,SKEDSMO PARKERING AS,2004-03-17,skedsmo-parkering.no
552,skedsmofk.no,979420897,SKEDSMO FOTBALLKLUBB,1997-12-14,skedsmofk.no
559,skeigolf.no,984648685,SKEI GOLFKLUBB,2002-11-23,skeigolf.no
560,skeiveski.no,894787082,SKEIVE SKI,2009-11-24,skeiveski.no
564,skfr.no,911593319,SNØSCOOTERKLUBBENES FELLESRÅD,2013-03-05,skfr.no
567,skh-b.no,822276962,SENTER FOR KLASSISK HOMEOPATI DA,2019-03-05,skh-b.no
572,skienby.no,916074735,SKIEN BY,2015-10-21,skienby.no
575,skienkirke.no,974339315,SKIEN SOKN,1995-03-12,skienkirke.no
576,skiennanbudo.no,983675026,SKIEN NANBUDO KLUBB,2002-03-20,skiennanbudo.no
577,skienok.no,980422690,SKIEN ORIENTERINGSKLUBB,1999-04-14,skienok.no
578,skienskunstforening.no,983941524,SKIENS KUNSTFORENING,2002-04-27,skienskunstforening.no
579,skiferlegging.no,914991846,SKIFERLEGGING AS,2015-02-23,skiferlegging.no
582,skihandball.no,884192412,SKI IL HÅNDBALL,2002-02-20,skihandball.no
583,skiinfo.no,976036859,SKIINFO AS,1996-01-29,skiinfo.no
584,skiklubben.no,982694655,TRONDHJEMS SKIKLUB,2001-01-08,skiklubben.no
585,skill.no,990326533,SKILL AS,2006-10-09,skill.no
586,skiltmakerhaugen.no,944294198,SKILTMAKER HAUGEN AS,1995-02-19,skiltmakerhaugen.no
587,skinlove.no,998089158,SKINLOVE AS,2012-03-17,skinlove.no
588,skinmedical.no,999321895,SKIN MEDICAL GRUPPEN AS,2013-01-05,skinmedical.no
589,skinmedicalclinic.no,997452445,SKIN MEDICAL CLINIC AS,2011-10-20,skinmedicalclinic.no
593,skinnassistanse.no,990924538,SKINNASSISTANSE,2007-02-22,skinnassistanse.no
594,skinvest.no,999122698,SKINVEST AS,2012-11-24,skinvest.no
597,skipet.no,984337655,FORENINGEN SKIPET - NORSK SKIPSFARTSHISTORISK SELSKAP,2002-05-06,skipet.no
598,skipsbrukt.no,912978311,NORSK SKIPSBRUKT AS,2013-12-19,skipsbrukt.no
599,skipshistorisk.no,891831242,NORSK SKIPSFARTSHISTORISK SELSKAP NORDMØRE,2007-10-16,skipshistorisk.no
600,skisma.no,976204042,SKISMA AS,1996-03-18,skisma.no
601,skistua.no,988029289,STIFTELSEN SKISTUA,2005-08-20,skistua.no
602,skittentind.no,996125505,TROMSØ RANDONEEKLUBB,2010-11-04,skittentind.no
603,skjaakhytteservice.no,999568475,SKJÅK HYTTESERVICE AS,2013-01-22,skjaakhytteservice.no
604,skjaeraasen.no,991459499,"SKJÆRAASEN, KRISTIN SKJÆRAASEN",2007-07-04,skjaeraasen.no
605,skjak-trelast.no,982672244,SKJÅK TRELAST AS,2000-11-21,skjak-trelast.no
606,skjalg.no,870154372,OMDAL SKJALG,1995-02-20,skjalg.no
607,skjeberggk.no,863937922,SKJEBERG GOLFKLUBB,1995-02-20,skjeberggk.no
610,skjervengard.no,966126965,JON IVAR BAKKE,1995-03-12,skjervengard.no
613,skjeveland.no,988935379,SKJÆVELAND GRUPPEN AS,2005-11-24,skjeveland.no
614,skjomencamping.no,994793152,SKJOMEN CAMPING,2009-12-12,skjomencamping.no
615,skmaling.no,976322487,SERGIO DE LIMA KNUTSEN,1996-05-02,skmaling.no
616,skodjefotoklubb.no,995408511,SKODJE FOTOKLUBB,2010-04-17,skodjefotoklubb.no
617,skodjeil.no,974965615,SKODJE IDRETTSLAG,1999-11-09,skodjeil.no
618,skoforlaget.no,981423046,SKOFORLAGET AS,2000-01-24,skoforlaget.no
619,skog.no,938752826,NORGES SKOGEIERFORBUND,1995-02-20,skog.no
620,skogfroverket.no,976001583,STIFTELSEN DET NORSKE SKOGFRØVERK,1996-01-16,skogfroverket.no
621,skoghage.no,979649207,EIDSVOLL SKOG & HAGE AS,1998-02-26,skoghage.no
622,skogkanten-barnehage.no,992766093,SKOGKANTEN DYR & NATURBARNEHAGE AS,2008-06-16,skogkanten-barnehage.no
623,skogkurs.no,959946299,SKOGBRUKETS KURSINSTITUTT,1995-02-20,skogkurs.no
629,skognfhs.no,859195482,SØR - INNTRØNDELAG HØGSKOLELAG,1995-02-20,skognfhs.no
630,skognissen.no,992150599,SKOGTEKNIKER PÅL WESTERBEEK,2008-01-22,skognissen.no
631,skogsmaskiner.no,935964016,SKOGS MASKINER AS,1995-02-19,skogsmaskiner.no
632,skogsredskaper.no,830477012,SKOGSREDSKAPER AS,1995-02-19,skogsredskaper.no
633,skogtiltaksfondet.no,939582835,SKOGTILTAKSFONDET,2001-05-23,skogtiltaksfondet.no
634,skolelederforbundet.no,970149406,SKOLELEDERFORBUNDET,1995-02-20,skolelederforbundet.no
635,skoleneslandsforbund.no,970533362,SKOLENES LANDSFORBUND,1995-02-20,skoleneslandsforbund.no
636,skomvar.no,997522656,ADVOKATFIRMA FOLSERAAS AS,2011-10-29,skomvar.no
637,skorn-handverkeri.no,992043709,HANDVERKERI SKØR'N BOITEN,2007-12-08,skorn-handverkeri.no
638,skorovasmat.no,985968233,SKOROVASMAT AS,2003-08-28,skorovasmat.no
639,skorovasogomegn.no,993863300,LIV SIGRUN TØMMERMO-REITAN,2009-03-18,skorovasogomegn.no
644,skovstuenpil.no,987871687,SKOVSTUEN PIL - LEVIN,2005-02-19,skovstuenpil.no
645,skoyteforbundet.no,935244056,NORGES SKØYTEFORBUND,1995-02-20,skoyteforbundet.no
646,skprodukter.no,959128235,SK PRODUKTER AS,1995-02-20,skprodukter.no
647,skrap.no,913982274,BRUNÆS GJENVINNING AS,2014-08-08,skrap.no
648,skreppa.no,983334938,SKREPPA AS,2001-05-03,skreppa.no
649,skrivekunst.no,977155169,SKRIVEKUNSTAKADEMIET I HORDALAND,1997-03-17,skrivekunst.no
650,skruk.no,996532038,SKRUK,2011-02-08,skruk.no
651,skrukork.no,996398072,SKRUKORK RUNE KREUTZ,2011-01-11,skrukork.no
652,skrythals.no,992646500,SKRYTHALS AS,2008-05-08,skrythals.no
655,skuda.no,998627893,SKUESPILLER- OG DANSERALLIANSEN AS,2012-07-18,skuda.no
658,skuggevik.no,994905678,ADVOKAT BJØRN SKUGGEVIK,2009-12-17,skuggevik.no
659,skulberg.no,948159449,KIRSTI SKULBERG AS,1995-03-12,skulberg.no
660,skullerudsportsenter.no,975794695,SKULLERUD SPORT SENTER AS,1995-10-09,skullerudsportsenter.no
661,skulptur.no,993159794,NORSK BILLEDHOGGERFORENING,2008-10-27,skulptur.no
662,skup.no,977291836,STIFTELSEN FOR EN KRITISK OG UNDERSØKENDE PRESSE SKUP,1997-03-04,skup.no
663,skydda.no,916233299,SKYDDA NORGE AS,2015-12-02,skydda.no
664,skydivevoss.no,987579013,VOSS FALLSKJERMKLUBB,2004-12-13,skydivevoss.no
665,skyssbat.no,989014366,FLORØ SKYSSBÅT AS,2005-12-16,skyssbat.no
666,skytec.no,976576772,SKYTEC AS,1996-07-11,skytec.no
667,skyvoss.no,915416888,SKYVOSS AS,2015-05-28,skyvoss.no
670,slastad-il.no,983361862,SLÅSTAD IDRETTSLAG,2001-07-03,slastad-il.no
674,slattland.no,917031711,SLÅTTLAND MEK INDUSTRI AS,2016-04-15,slattland.no
675,slektningene.no,916190824,SLEKTA AS,2016-02-19,slektningene.no
676,slektsgarden.no,993831336,STOR-ELVDAL HISTORIELAG,2009-03-14,slektsgarden.no
677,slemdal-tann.no,989307738,METTE GILHUS HILLESTAD,2006-02-04,slemdal-tann.no
678,sletteboe.no,916029349,T O SLETTEBØE AS,1995-02-19,sletteboe.no
679,slettengrafisk.no,983045936,HILDE SLETTEN GRAFISK,2001-02-24,slettengrafisk.no
680,slettevold.no,985240485,SLETTEVOLD HAGESENTER Lars Petter Lars Petter Slettevold,2003-01-08,slettevold.no
681,slevikkilenbaatbyggeri.no,998583772,SLEVIKKILEN BÅTBYGGERI AS,2012-07-04,slevikkilenbaatbyggeri.no
682,slide.no,996427137,SLIDE AS,2011-01-17,slide.no
683,slikkepott.no,914213703,SLIKKEPOTT.NO AS,2014-09-26,slikkepott.no
684,slipex.no,933986772,SLIPEX NORGE AS,1995-02-19,slipex.no
685,slokkeanlegg.no,995950006,OPPLYSNINGSKONTORET FOR AUTOMATISKE SLOKKEANLEGG,2011-07-04,slokkeanlegg.no
686,slottsgulv.no,890223222,SLOTTSGULV AS,2006-09-06,slottsgulv.no
687,slproduksjon.no,994515586,SL PRODUKSJON AS,2009-09-12,slproduksjon.no
688,slxdrift.no,989432966,"SIKRING, DRIFT OG UTVIKLING AS",2006-02-21,slxdrift.no
692,smabruket.no,984034393,SMÅBRUKET RØNNINGEN Gro Aalbu,2002-01-03,smabruket.no
695,smakraftforeninga.no,884169232,SMÅKRAFTFORENINGA,2002-06-10,smakraftforeninga.no
699,smartasfalt.no,914873975,SMART ASFALT AS,2015-02-04,smartasfalt.no
700,smartehytter.no,994609106,SMARTE HYTTER AS,2009-10-06,smartehytter.no
701,smartelektro.no,985145229,SMART ELEKTRO HOLDING AS,2002-11-28,smartelektro.no
702,smartfish.no,983032958,SMARTFISH AS,2001-02-19,smartfish.no
705,smartis.no,922750408,SMARTIS AS,2019-05-14,smartis.no
706,smartlapper.no,997972902,NAVNELAPPER AS,2012-02-14,smartlapper.no
707,smartliv.no,915423159,SMARTLIV AS,2015-05-21,smartliv.no
708,smartmarine.no,998025125,WAVE BÅTSENTERET AS,2012-03-15,smartmarine.no
709,smartmedia.no,914307465,SMART MEDIA AS,2014-10-15,smartmedia.no
710,smartms.no,987453443,SMART MILJØSERVICE AS,2004-11-15,smartms.no
711,smartreiser.no,982821622,SMARTREISER AS,2001-01-11,smartreiser.no
712,smartretur.no,894511192,SMART RETUR NORGE AS,2009-09-10,smartretur.no
716,smedstuen.no,917571929,SMEDSTUEN AS,2016-08-16,smedstuen.no
717,smedvig.no,990631786,HAUGÅSSTUBBEN 8 AS,2006-12-20,smedvig.no
718,smg-iks.no,988575941,SETESDAL MILJØ & GJENVINNING IKS,2005-08-29,smg-iks.no
719,smh.no,916467885,"NORSK BIBLIOTEKFORENING, SPESIALGRUPPEN FOR MEDISIN OG HELSEFAG",2015-12-23,smh.no
720,smias.no,980768457,SMIDT & INGEBRIGTSEN AS,1999-06-07,smias.no
721,smidig.no,993169919,SMIDIG,2008-11-01,smidig.no
727,smis.no,979792883,STUDENTMEDIENE I STAVANGER,1998-11-06,smis.no
728,smith.no,920152732,E.A. SMITH STOKMARKNES EIENDOM AS,2017-12-20,smith.no
729,smolagolfklubb.no,887635072,SMØLA GOLFKLUBB,2004-12-21,smolagolfklubb.no
730,smorhamn.no,979439938,SMØRHAMN HANDELSTAD AS,1997-12-23,smorhamn.no
731,sms1835.no,970553010,SJØMILITÆRE SAMFUND,1995-02-20,sms1835.no
732,smtl.no,996259102,NORGES MØBELTAPETSERER- OG SALMAKERLAUG,2011-08-17,smtl.no
733,smyr.no,985885516,SMYR ANS,2003-08-23,smyr.no
734,snakkepakken.no,981380355,MALINOVSKY METODIKK,1999-12-21,snakkepakken.no
735,snapdrive.no,971585188,SNAP DRIVE AS,1995-03-12,snapdrive.no
736,snaroen.no,980736962,SNARØYA SPORTSKLUBB,1999-06-17,snaroen.no
737,snaroya-menighet.no,976986350,FORNEBULANDET SOKN,1997-01-27,snaroya-menighet.no
738,snasamontessori.no,989268767,SNÅSA MONTESSORISKOLE SA,2006-01-14,snasamontessori.no
739,snertingdal-auto.no,816061652,AS SNERTINGDAL AUTO,1995-02-19,snertingdal-auto.no
740,snipe.no,999143717,SNARØYA SNIPEKLUBB,2012-12-13,snipe.no
741,snippen.no,914340497,SNIPPEN GÅRD DA,2014-10-22,snippen.no
742,snnstiftelsene.no,997144406,SPAREBANKSTIFTELSEN SPAREBANK 1 NORD-NORGE,2011-07-16,snnstiftelsene.no
743,snohetta.no,969052776,SNØHETTA FORLAG AS,1995-02-20,snohetta.no
746,snorredata.no,964431299,SNORRE DATA AS,1995-02-20,snorredata.no
747,snowboardforbundet.no,876282712,BRETTFORBUNDET,1996-04-17,snowboardforbundet.no
748,snowsports.no,985420238,DEN NORSKE SKISKOLE,2003-03-03,snowsports.no
751,snurrehus.no,912315045,SNURREHUS MAGNUS KRISTIANSEN,2013-08-17,snurrehus.no
758,soco.no,999007228,SOCO NORGE AS,2012-10-15,soco.no
761,sofiesvilla.no,994801848,SOFIES VILLA NETSHOP AS,2009-11-23,sofiesvilla.no
762,soft-baseball.no,976686470,NORGES SOFTBALL OG BASEBALL FORBUND,1996-08-22,soft-baseball.no
763,softarch.no,985452954,SOFTARCH TECHNOLOGIES AS,2003-04-02,softarch.no
764,sogelaget.no,984846126,ÅRDAL SOGELAG,2002-10-08,sogelaget.no
765,sogne-skiklubb.no,993803332,SØGNE SKIKLUBB,2009-02-28,sogne-skiklubb.no
766,sognefjellet.no,981482247,SOGNEFJELLSHYTTA AS,2000-02-01,sognefjellet.no
770,sognemenighet.no,971335386,SØGNE SOKN,1995-02-20,sognemenighet.no
771,sognetrial.no,992417544,SØGNE TRIALKLUBB,2008-06-04,sognetrial.no
772,sognhagekoloni.no,987574119,SOGN HAGEKOLONI,2006-06-24,sognhagekoloni.no
773,sogntransportsentral.no,986150927,SOGN TRANSPORTSENTRAL SA,2003-10-29,sogntransportsentral.no
774,sohome.no,886569912,SOHOME AS,2004-02-19,sohome.no
775,soiltech.no,996819884,SOILTECH AS,2011-04-13,soiltech.no
776,sola-auto.no,995926628,SOLA AUTO AS,2010-09-13,sola-auto.no
777,sola-hk.no,971431105,SOLA HÅNDBALLKLUBB,1995-02-20,sola-hk.no
778,solacykleklubb.no,989161776,SOLA CYKLEKLUBB,2005-12-24,solacykleklubb.no
779,solarieforeningen.no,918716742,SOLARIEFORENINGEN,2017-04-07,solarieforeningen.no
780,solatann.no,987776390,TANNLEGE ELSE LUND,2005-02-03,solatann.no
781,solatrafikkskole.no,990027560,SOLA TRAFIKKSKOLE AS,2006-07-20,solatrafikkskole.no
782,solbaere.no,916559089,SOLBÆRE AS,2016-01-14,solbaere.no
783,solbakkenas.no,913048903,FEIERMESTER SOLBAKKEN & CO AS,2014-01-09,solbakkenas.no
784,solberggulv.no,950481102,SOLBERG GULV INDUSTRIBELEGG AS,1995-02-19,solberggulv.no
785,solbergsandtro.no,997480287,ADVOKATFIRMAET SOLBERG SANDTRØ,2011-10-25,solbergsandtro.no
786,solbua.no,980392201,BERGLUND BYGGSIKKERHET,1999-01-15,solbua.no
787,solcigar.no,916072686,SOL CIGAR CO AS,1995-03-12,solcigar.no
788,soldesign.no,980798852,SOL DESIGN V/ Sonja Solstrand,1999-06-16,soldesign.no
789,solfonn-booking.no,997705874,SOLFONN BOOKING VETLE SCHAFRANEK SOLUM HOMMERSAND,2011-12-13,solfonn-booking.no
790,solfrids-quiltestove.no,969140624,STRANDTUN SOLFRID SKOGE,1995-03-12,solfrids-quiltestove.no
791,solgruppen.no,970913386,SOLGRUPPEN AS,1995-02-20,solgruppen.no
792,solhaugen.no,853439622,OLIVIA SOLHAUGEN AS,1995-02-19,solhaugen.no
793,solheim-diesel.no,965766510,SOLHEIM DIESEL AS,1995-02-20,solheim-diesel.no
794,solheimconsult.no,995184117,SOLHEIM CONSULT,2010-02-16,solheimconsult.no
795,solheimenhotell.no,981091817,SOLHEIMEN KONFERANSEHOTELL AS,1999-10-20,solheimenhotell.no
796,solheimshytta.no,987061790,SOLHEIM HYTTEGREND AS,2004-07-22,solheimshytta.no
797,solheimsimport.no,915351212,SOLHEIM'S IMPORT AS,2015-07-20,solheimsimport.no
803,solidmedia.no,982681278,BRAADLAND,2000-11-28,solidmedia.no
804,solidus.no,986577122,SOLIDUS AS,2004-02-21,solidus.no
805,solistkoret.no,988151882,DET NORSKE SOLISTKOR,2005-07-14,solistkoret.no
806,sollia.no,961790840,STIFTELSEN SOLLIAKOLLEKTIVET,1995-02-20,sollia.no
807,sollianatur.no,913122704,OLA O. BRÆND,2014-01-25,sollianatur.no
808,sollidps.no,971427272,SOLLI SYKEHUS,1995-02-20,sollidps.no
809,sollifjellet.no,852829052,SOLLIFJELLET ALPINSENTER SA,1995-03-12,sollifjellet.no
813,solorrenovasjon.no,970961747,SOLØR RENOVASJON IKS,1995-02-20,solorrenovasjon.no
814,solskjerming.no,991351612,SOLSKJERMINGSFORBUNDET,2007-06-19,solskjerming.no
815,solsport.no,963211562,SOLBERG SPORT OG KULTURSENTER AS,1995-02-20,solsport.no
816,solstad.no,997185897,SOLSTAD OFFSHORE UK LTD,2011-08-29,solstad.no
817,solstrand-camping.no,970085645,SOLSTRAND CAMPING SA,1995-03-12,solstrand-camping.no
818,solstrandverft.no,993270873,SOLSTRAND VERFT AS,2008-10-31,solstrandverft.no
819,soltur.no,989274090,SOLTUR,2006-01-31,soltur.no
820,solvang2.no,992444215,SOLVANG KOLONIHAGER AVDELING 2,2008-12-18,solvang2.no
821,solveigspizza.no,999104479,SOLVEIGS PIZZA FREDRIKSTAD AS,2012-11-06,solveigspizza.no
822,solverud.no,913669932,ADVOKATFIRMA SØLVERUD AS,2014-05-21,solverud.no
830,sometimes.no,994149199,SOMETIMES AERIAL & POLE FITNESS AS,2009-06-08,sometimes.no
831,sommerbutikken.no,818306342,SOMMERBUTIKKEN AS,2017-01-06,sommerbutikken.no
832,sommeroya.no,987069066,JULENISSENS VERKSTED Anton Pascoal Solberg,2004-07-19,sommeroya.no
833,sommersstiftelse.no,877119882,SOLVEIG OG JOHAN P SOMMERS STIFTELSE TIL FREMME AV KLINISK PSYKIATRISK FORSKNING,1997-02-24,sommersstiftelse.no
834,sonanskarriere.no,976377362,IFRONT KARRIERE AS,1996-05-10,sonanskarriere.no
835,sondagsskolen.no,964437963,SØNDAGSSKOLEN NORGE,1995-02-20,sondagsskolen.no
836,sondreaker.no,970518959,SØNDRE AKER HISTORIELAG,1995-02-20,sondreaker.no
837,sonetworks.no,986041958,RONNY KVIST SØRLI,2003-09-16,sonetworks.no
838,sonnico.no,997728580,VELFERDEN STUDIO 524,2011-12-17,sonnico.no
839,sonslalomklubb.no,986418601,SON SLALOMKLUBB,2004-01-13,sonslalomklubb.no
840,sonspa.no,991377891,SON SPA AS,2007-06-28,sonspa.no
841,soonck.no,993547794,SOON CYKLEKLUBB,2009-02-11,soonck.no
844,sophiesminde.no,986116710,SOPHIES MINDE ORTOPEDI AS,2003-10-11,sophiesminde.no
845,soppeltaxi.no,986675256,SØPPELTAXI AS,2004-03-22,soppeltaxi.no
850,sorbbl.no,916487355,SAMEIET AMALIENBORG AVENY 1,2016-01-13,sorbbl.no
851,sorbyutleie.no,888422552,SØRBY UTLEIE AS,2005-07-16,sorbyutleie.no
852,soreaal.no,969975262,SØRE ÅL IDRETTSLAG,1995-02-20,soreaal.no
853,soreideil.no,991278338,SØREIDE IDRETTSLAG,2007-07-21,soreideil.no
856,sorensenmobel.no,987328525,SØRENSEN ØSTLYNGEN MØBLER AS,2004-10-05,sorensenmobel.no
857,sorentio.no,995530996,SORENTIO AS,2010-05-20,sorentio.no
858,sorf.no,988144258,SØRF - SØRNORSK KOMPETANSESENTER FOR MUSIKK,2005-05-24,sorf.no
859,sorheimholding.no,979679947,SØRHEIMBRYGGA AS,1998-03-16,sorheimholding.no
860,soriaskole.no,898271242,SORIA MORIA TRAFIKKSKOLE AS,2012-04-21,soriaskole.no
861,sorlandetbooking.no,983058787,SØRLANDET BOOKING AS,2001-02-28,sorlandetbooking.no
870,sorlandskirken.no,971329068,SØRLANDSKIRKEN,1995-02-20,sorlandskirken.no
871,sorlandsstein.no,988002925,SØRLANDS STEIN AS,2005-03-21,sorlandsstein.no
877,sormarka.no,982797985,SØRMARKA AS,2001-01-08,sormarka.no
878,sornorskfilm.no,993011207,SØRNORSK FILMSENTER AS,2008-09-02,sornorskfilm.no
887,sorover.no,981155394,SØROVER AS,1999-10-21,sorover.no
